,tweet_id,source,text,rating_numerator,rating_denominator,name,stage,date,time,retweets,likes,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
0,892420643555336193,iPhone,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,13.0,10.0,Phineas,,01-08-2017,16:23:56,8702,39134,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,Orange,0.0970486,False,Bagel,0.08585110000000001,False,Banana,0.07611,False
1,892177421306343426,iPhone,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",13.0,10.0,Tilly,,01-08-2017,00:17:27,6387,33512,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,Pekinese,0.0906465,True,Papillon,0.0689569,True
2,891815181378084864,iPhone,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,12.0,10.0,Archie,,31-07-2017,00:18:03,4243,25258,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,Malamute,0.078253,True,Kelpie,0.0313789,True
3,891689557279858688,iPhone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,13.0,10.0,Darla,,30-07-2017,15:58:51,8799,42482,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,Paper Towel,0.17027799999999998,False,Labrador Retriever,0.168086,True,Spatula,0.0408359,False
4,891327558926688256,iPhone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12.0,10.0,Franklin,,29-07-2017,16:00:24,9577,40652,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,Basset,0.555712,True,English Springer,0.22577,True,German Short-Haired Pointer,0.175219,True
5,891087950875897856,iPhone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13.0,10.0,,,29-07-2017,00:08:17,3178,20394,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake Bay Retriever,0.425595,True,Irish Terrier,0.116317,True,Indian Elephant,0.07690219999999999,False
6,890971913173991426,iPhone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13.0,10.0,Jax,,28-07-2017,16:27:12,2117,11951,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.34170300000000003,True,Border Collie,0.199287,True,Ice Lolly,0.193548,False
7,890729181411237888,iPhone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13.0,10.0,,,28-07-2017,00:22:40,19278,66122,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,Eskimo Dog,0.17840599999999998,True,Pembroke,0.0765069,True
8,890609185150312448,iPhone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13.0,10.0,Zoey,,27-07-2017,16:25:51,4339,27994,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish Terrier,0.487574,True,Irish Setter,0.193054,True,Chesapeake Bay Retriever,0.118184,True
9,890240255349198849,iPhone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14.0,10.0,Cassie,doggo,26-07-2017,15:59:51,7567,32211,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True
10,890006608113172480,iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13.0,10.0,Koda,,26-07-2017,00:31:25,7482,30879,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,Chow,0.00816748,True
11,889880896479866881,iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13.0,10.0,Bruno,,25-07-2017,16:11:53,5062,28002,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French Bulldog,0.377417,True,Labrador Retriever,0.151317,True,Muzzle,0.0829811,False
12,889665388333682689,iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13.0,10.0,,puppo,25-07-2017,01:55:32,10259,48359,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,Basenji,0.00463323,True
13,889638837579907072,iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12.0,10.0,Ted,,25-07-2017,00:10:02,4633,27407,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French Bulldog,0.99165,True,Boxer,0.00212864,True,Staffordshire Bullterrier,0.00149818,True
14,889531135344209921,iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13.0,10.0,Stuart,puppo,24-07-2017,17:02:04,2272,15225,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,Golden Retriever,0.953442,True,Labrador Retriever,0.0138341,True,Redbone,0.00795775,True
15,889278841981685760,iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13.0,10.0,Oliver,,24-07-2017,00:19:32,5549,25503,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,Whippet,0.626152,True,Borzoi,0.194742,True,Saluki,0.0273507,True
16,888917238123831296,iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12.0,10.0,Jim,,23-07-2017,00:22:39,4594,29319,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,Golden Retriever,0.714719,True,Tibetan Mastiff,0.120184,True,Labrador Retriever,0.105506,True
17,888804989199671297,iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13.0,10.0,Zeke,,22-07-2017,16:56:37,4448,25809,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,Golden Retriever,0.46976,True,Labrador Retriever,0.184172,True,English Setter,0.0734817,True
18,888554962724278272,iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13.0,10.0,Ralphus,,22-07-2017,00:23:06,3669,20102,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian Husky,0.700377,True,Eskimo Dog,0.166511,True,Malamute,0.111411,True
19,888078434458587136,iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12.0,10.0,Gerald,,20-07-2017,16:49:33,3584,21956,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French Bulldog,0.995026,True,Pug,0.000931908,True,Bull Mastiff,0.000903211,True
20,887705289381826560,iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13.0,10.0,Jeffrey,,19-07-2017,16:06:48,5503,30450,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
21,887517139158093824,iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14.0,10.0,,,19-07-2017,03:39:09,11887,46581,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,Tow Truck,0.0291754,False,Shopping Cart,0.0263208,False
22,887473957103951883,iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13.0,10.0,Canela,,19-07-2017,00:47:34,18609,69712,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian Ridgeback,0.05495,True,Beagle,0.0389148,True
23,887343217045368832,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13.0,10.0,,,18-07-2017,16:08:03,10597,33944,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican Hairless,0.330741,True,Sea Lion,0.275645,False,Weimaraner,0.134203,True
24,887101392804085760,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12.0,10.0,,,18-07-2017,00:07:08,6077,30811,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo Dog,0.0350295,True,Staffordshire Bullterrier,0.029704700000000007,True
25,886983233522544640,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13.0,10.0,Maya,,17-07-2017,16:17:36,7925,35491,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy Terrier,0.143528,True,Can Opener,0.0322529,False
26,886736880519319552,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13.0,10.0,Mingus,,16-07-2017,23:58:41,3365,12184,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True
27,886680336477933568,iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13.0,10.0,Derek,,16-07-2017,20:14:00,4551,22619,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports Car,0.139952,False,Car Wheel,0.0441727,False
28,886366144734445568,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12.0,10.0,Roscoe,pupper,15-07-2017,23:25:31,3249,21308,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True
29,886258384151887873,iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13.0,10.0,Waffles,,15-07-2017,16:17:19,6409,28207,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,Pug,0.943575,True,Shower Cap,0.0252856,False,Siamese Cat,0.00284892,False
30,885984800019947520,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12.0,10.0,Jimbo,,14-07-2017,22:10:11,6942,33012,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True
31,885528943205470208,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13.0,10.0,Maisey,,13-07-2017,15:58:47,6564,36300,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True
32,885167619883638784,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13.0,10.0,,,12-07-2017,16:03:00,4462,22128,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True
33,884925521741709313,iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12.0,10.0,Earl,,12-07-2017,00:01:00,18881,78178,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian Greyhound,0.259916,True,American Staffordshire Terrier,0.198451,True,Staffordshire Bullterrier,0.127725,True
34,884876753390489601,iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13.0,10.0,Lola,,11-07-2017,20:47:12,5965,28191,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,Norwich Terrier,0.106075,True,Norfolk Terrier,0.0373485,True
35,884562892145688576,iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13.0,10.0,Kevin,,11-07-2017,00:00:02,5021,24517,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True
